"Step","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean__MAX"
"8442","1552.6638","1391.3586","1699.5809","2102.4267333333332","1952.0746","2363.6868","1545.6808666666668","1357.8287","1768.9607"
"8455","1547.3303333333333","1396.8905","1697.5729","2104.018","1957.5662","2323.8892","1547.1261666666667","1352.3152","1750.7737"
"8468","1541.3009666666667","1398.0759","1645.4614","2097.3524333333335","1993.7834","2300.4446","1542.9685666666664","1372.7777","1752.3616"
"8481","1561.5618333333332","1406.5387","1688.32","2122.4316","1876.0907","2441.0337","1564.8691000000001","1373.8022","1792.8751"
"8494","1517.6237666666668","1373.4353","1675.4791","2195.8549","2069.9407","2395.4502","1534.2157333333332","1347.693","1725.2313"
"8507","1535.162833333333","1365.576","1698.7228","2104.471","1926.1626","2386.1794","1551.5644666666667","1363.6771","1746.7083"
"8520","1577.5956666666668","1412.6926","1761.4705","2056.8430000000003","1945.6661","2252.4053","1556.1950333333334","1371.7981","1787.0933"
"8533","1552.0253","1412.1959","1716.7339","2153.0618","1957.721","2467.581","1570.2402666666667","1347.6445","1802.8553"
"8546","1563.7976666666666","1415.695","1751.8574","2080.428066666667","1969.3356","2283.4219","1545.8282","1360.3093","1752.1968"
"8559","1587.1256","1400.0693","1822.8519","2143.0331333333334","1926.3044","2463.46","1562.4832333333334","1393.0446","1751.1051"
"8572","1578.3801999999998","1436.8923","1732.4154","2110.7515666666663","1962.0417","2337.9932","1561.9039999999998","1368.0262","1748.7969"
"8585","1518.5940333333335","1370.3535","1660.4042","2094.2274666666667","1954.2196","2341.9744","1552.4848666666667","1402.7214","1731.1941"
"8598","1531.0583333333334","1415.5262","1659.5214","2191.386","2055.1277","2461.9905","1580.6441333333332","1409.873","1769.7838"
"8611","1565.9582333333335","1387.1383","1773.5992","2103.7518333333333","2024.4486","2243.4534","1585.1096333333335","1390.094","1835.669"
"8624","1551.5657666666666","1421.0854","1719.0863","2149.5261","2027.1058","2378.1372","1595.9065","1376.9199","1871.6462"
"8637","1612.5929333333333","1402.9703","1859.2947","2076.2575333333334","2017.2153","2138.892","1596.1193","1381.5112","1792.8562"
"8650","1582.3997333333334","1394.6167","1794.7302","2133.6304999999998","2074.5642","2234.88","1598.1399","1399.4768","1839.9124"
"8663","1576.0900666666666","1428.7094","1789.4674","2135.1211","2028.2416","2319.0117","1619.2089666666668","1388.2638","1884.8077"
"8676","1566.3527666666666","1398.7583","1723.6184","2178.1316333333334","2065.481","2402.2454","1582.3214666666665","1374.298","1828.5208"
"8689","1567.6367333333335","1400.0355","1771.8644","2196.7749666666664","2079.5903","2350.5168","1582.082","1411.791","1777.155"
"8702","1583.2776999999999","1395.114","1811.1509","2166.9058666666665","2072.0205","2354.703","1591.6227666666666","1373.0757","1827.1401"
"8715","1590.7522666666666","1420.0413","1837.8693","2130.5758","2019.0487","2279.7515","1593.2242333333334","1405.4059","1792.3851"
"8728","1590.1302333333333","1405.1815","1814.5201","2062.355433333333","1974.3744","2154.5544","1587.0000333333335","1378.9512","1819.1869"
"8741","1541.7895","1399.2882","1702.6556","2179.0791000000004","2053.2505","2405.3542","1580.0219333333334","1366.4908","1777.1819"
"8754","1554.283666666667","1374.5166","1743.0254","2145.9794333333334","1944.2448","2447.3867","1606.2161333333333","1378.7222","1842.0781"
"8767","1589.2353666666668","1386.4939","1781.5635","2178.643433333333","1985.8771","2405.4067","1603.8027333333332","1415.1489","1856.3645"
"8780","1594.9637666666667","1403.7008","1818.5471","2136.8964666666666","2028.1208","2216.7703","1595.0335000000002","1417.7279","1786.9869"
"8793","1560.2992666666667","1393.0372","1750.6398","2113.4678","1980.1299","2275.702","1596.4067333333332","1390.9999","1829.4681"
"8806","1588.6598000000001","1396.6702","1758.712","2293.7395","2011.3967","2619.8452","1596.6908","1386.6414","1779.8855"
"8819","1570.4204666666667","1400.2402","1766.0406","2226.2968333333333","2044.7008","2481.0874","1619.7473000000002","1436.2297","1821.3069"
"8832","1574.564","1440.2133","1734.5275","2236.4279666666666","2096.522","2508.6729","1611.8713666666665","1415.3871","1830.3505"
"8845","1643.6119666666666","1431.625","1875.9105","2206.7443333333335","2107.877","2396.4456","1619.3338333333334","1398.0792","1839.7114"
"8858","1586.1842666666664","1440.5735","1734.9017","2164.916366666667","2057.9019","2301.7559","1619.8932666666667","1430.7388","1837.4166"
"8871","1573.7061999999999","1395.6642","1727.4026","2286.7003999999997","2102.6248","2560.5564","1604.1177","1430.6959","1807.042"
"8884","1583.0885","1400.8467","1790.9344","2211.046633333333","2086.261","2392.9446","1625.1299","1434.5","1860.763"
"8897","1563.8062","1411.9431","1752.7096","2337.9230000000002","2153.4587","2654.4456","1619.5015666666666","1425.0266","1845.3438"
"8910","1610.3991666666668","1427.693","1832.3531","2214.3706666666662","2117.3784","2404.427","1651.1580999999999","1464.3237","1836.9044"
"8923","1563.4220999999998","1392.2896","1714.0546","2189.969266666667","2087.5652","2271.064","1642.2843","1462.1853","1836.6544"
"8936","1581.3913333333333","1426.5017","1758.5183","2222.333666666667","2009.8667","2507.033","1601.0653333333332","1424.9128","1819.5682"
"8949","1575.5930333333333","1392.5154","1773.1577","2290.6452000000004","2164.0874","2474.8328","1645.5881666666664","1448.0122","1849.7555"
"8962","1653.4805","1433.253","1869.3639","2309.7118","2088.8696","2574.309","1632.8239","1450.8431","1881.3336"
"8975","1560.5475","1402.9753","1738.4857","2283.6128000000003","2109.3997","2527.0322","1634.6534999999997","1465.9298","1859.186"
"8988","1601.1298","1432.0204","1802.3293","2330.0759","2140.8103","2609.3914","1656.7062666666668","1470.2317","1869.937"
"9001","1588.2740000000001","1403.3308","1803.7905","2351.7348666666667","2141.5476","2751.1326","1646.9864","1445.286","1856.9312"
"9014","1578.3607","1399.511","1782.4178","2185.285766666667","1996.9081","2406.459","1662.6023666666667","1488.3851","1845.712"
"9027","1574.0299333333332","1453.5256","1724.9966","2301.5943","2034.9382","2563.5757","1664.6064999999999","1437.1548","1862.4785"
"9040","1588.4263333333336","1410.8877","1779.8041","2373.0464666666667","2186.3513","2579.8467","1613.5311","1429.6167","1793.3297"
"9053","1568.7393666666667","1418.1664","1674.5192","2242.266766666667","2138.7046","2313.8662","1632.881666666667","1467.8296","1829.5981"
"9066","1575.623833333333","1384.9554","1770.109","2402.9946333333332","2266.8364","2625.66","1657.6283333333333","1455.1644","1927.7708"
"9079","1635.1503","1455.6971","1846.3274","2427.321233333333","2233.8525","2746.4402","1627.9752666666666","1521.0411","1757.9261"
"9092","1632.1154","1415.3865","1818.1107","2269.737333333333","2236.0183","2294.6877","1645.0588","1509.8235","1813.7546"
"9105","1593.2734333333335","1439.0443","1753.6898","2414.4437666666668","2242.2856","2690.3843","1657.429366666667","1457.9915","1844.68"
"9118","1630.6599333333334","1408.0214","1872.8734","2284.3972666666664","2147.413","2404.4695","1654.5191333333332","1468.8857","1871.9486"
"9131","1615.573","1428.4808","1809.493","2288.7772","2183.4949","2394.5054","1649.8272666666664","1470.0511","1838.7307"
"9144","1634.6068333333333","1407.4437","1833.5122","2270.3611333333333","2183.0007","2443.758","1648.8326333333334","1459.7108","1830.7655"
"9157","1616.8126333333332","1411.4734","1881.5375","2315.9509000000003","2166.658","2568.4307","1638.4515333333331","1450.5802","1869.9009"
"9170","1633.0099","1432.7766","1845.2568","2355.1080333333334","2180.0872","2551.9495","1648.1613666666665","1455.6512","1821.2727"
"9183","1604.3231333333333","1401.7726","1782.6016","2333.0985","2239.231","2393.4546","1667.7294333333332","1510.6279","1890.9688"
"9196","1653.7379666666666","1401.9012","1899.9985","2435.1642333333334","2221.6113","2812.136","1651.4294333333335","1478.5575","1855.234"
"9209","1635.1180333333334","1432.0428","1861.7056","2336.3951666666667","2170.6008","2666.2825","1696.7918666666667","1516.6074","1940.0165"
"9222","1613.7399999999998","1452.1398","1799.4161","2361.275633333333","2052.9014","2762.594","1679.5509666666667","1479.8547","1908.7545"
"9235","1659.1756666666668","1425.6151","1952.1702","2394.013066666667","2248.5273","2568.1213","1680.0544333333335","1483.184","1876.2687"
"9248","1646.3829999999998","1426.1985","1859.7845","2419.1584","2288.9373","2565.7725","1670.2428","1501.4012","1830.6351"
"9261","1658.5007666666668","1450.0758","1915.086","2322.8096666666665","2186.073","2500.438","1686.0057666666664","1507.5686","1886.4215"
"9274","1599.600266666667","1412.1392","1817.8694","2494.4441666666667","2205.165","2992.4033","1664.1713666666667","1522.0604","1813.5349"
"9287","1600.9408333333333","1437.6936","1744.0016","2438.3109666666664","2168.8975","2661.9204","1683.0331999999999","1529.6466","1872.9188"
"9300","1615.7411000000002","1463.9608","1762.7771","2509.9723","2211.3916","2876.7173","1709.1122333333333","1518.637","1945.7458"
"9313","1639.0432333333335","1450.8225","1842.8936","2349.2839333333336","2250.9573","2534.0488","1692.3955999999998","1518.227","1907.9043"
"9326","1633.0818333333334","1445.2223","1941.0554","2390.453633333333","2115.3142","2740.4263","1703.0824","1553.9167","1864.6036"
"9339","1614.9272666666666","1459.0068","1799.1722","2461.879933333333","2161.186","2856.8674","1714.6646","1554.638","1948.6014"
"9352","1653.3063666666665","1460.2286","1884.5645","2490.3482","2296.997","2801.9812","1734.0554333333332","1560.4272","1926.1245"
"9365","1636.4345999999998","1445.9641","1842.1406","2462.4681333333333","2262.5823","2787.0671","1708.1990666666668","1500.3403","1947.5215"
"9378","1628.3138333333334","1477.595","1806.5162","2566.394366666667","2291.8481","2885.055","1682.1037","1497.4552","1862.1813"
"9391","1572.6139","1438.9316","1706.8989","2484.4241333333334","2303.7332","2773.4412","1727.4327","1540.8677","1952.5123"
"9404","1607.2657","1397.8945","1795.167","2605.2781666666665","2376.7783","2985.8147","1716.9251666666667","1537.573","1933.292"
"9417","1611.9623666666666","1418.0244","1855.5951","2422.238","2206.151","2691.565","1719.0072666666667","1537.452","1981.1384"
"9430","1641.0263000000002","1412.6166","1884.6313","2427.9466666666667","2207.4106","2767.7646","1755.6861333333334","1595.9606","1894.9968"
"9443","1668.3188333333335","1411.2274","1897.4045","2524.0470333333337","2289.7969","2851.3662","1762.1988666666666","1597.0062","2010.6066"
"9456","1647.3577333333333","1444.6929","1834.6376","2520.859466666667","2278.5579","2803.311","1731.1378666666667","1559.4489","1898.797"
"9469","1642.9097","1428.8307","1863.0936","2500.8067333333333","2281.0295","2917.638","1750.4444333333333","1587.6869","1967.5052"
"9482","1685.4789666666666","1469.1477","1942.4374","2489.117233333333","2112.931","2904.667","1738.7171333333333","1588.8174","1942.344"
"9495","1641.7619666666667","1433.8038","1907.8163","2571.1463999999996","2503.7156","2662.0083","1727.0329333333332","1549.0308","1972.1808"
"9508","1636.9034000000001","1425.4988","1804.6984","2555.879966666667","2165.7273","3013.0254","1744.4084666666668","1544.3772","1953.4825"
"9521","1654.8797333333332","1459.3116","1876.154","2525.4022666666665","2419.3108","2687.4082","1733.5058333333334","1552.7327","1898.2266"
"9534","1682.4003","1460.4554","1960.0748","2517.0771333333337","2220.5256","2834.4238","1782.8594","1615.2638","2002.1248"
"9547","1694.6715666666666","1474.5388","1960.6279","2636.755833333333","2426.35","2810.4219","1756.0397333333333","1548.0182","1987.3804"
"9560","1727.5991333333332","1455.0807","2067.8489","2644.4171666666666","2426.679","2945.31","1757.6134000000002","1548.2263","1979.9855"
"9573","1650.2539666666669","1453.8159","1843.5518","2484.6739333333335","2271.702","2739.1023","1778.437","1633.974","1977.172"
"9586","1631.8149999999998","1425.2665","1841.449","2482.231366666667","2262.5708","2779.168","1760.7992333333332","1618.2512","1966.5283"
"9599","1680.7668999999999","1445.427","1957.6581","2530.586333333333","2366.6174","2824.4976","1739.7488","1599.4573","1917.9645"
"9612","1676.6272000000001","1439.6566","1949.5198","2552.4291666666663","2333.129","2806.273","1774.2177333333336","1580.2634","2005.6599"
"9625","1700.8156999999999","1448.3352","2027.5996","2632.8976","2569.0378","2756.3108","1738.9374","1559.6418","1927.6959"
"9638","1662.5647333333334","1458.0615","1834.6207","2688.8297333333335","2406.738","3110.7678","1766.2162","1612.8047","1975.1737"
"9651","1677.6595","1465.0715","1932.6537","2589.8166","2277.0562","2954.1514","1759.7545666666665","1619.8982","1911.1643"
"9664","1723.4881666666668","1508.703","1958.1675","2671.7651333333333","2493.2703","2936.2734","1770.563666666667","1592.0947","1947.4221"
"9677","1724.1962333333333","1494.509","1969.581","2640.5358333333334","2402.654","2957.598","1790.8672666666669","1597.4427","1977.6012"
"9690","1665.3804","1437.2085","1921.4547","2681.0077333333334","2216.4668","3050.2332","1751.2187333333334","1618.203","1930.1102"
"9703","1694.2926333333335","1461.6193","1927.2618","2452.5779333333335","2245.6965","2677.6118","1799.1906666666666","1642.4733","1944.7725"
"9716","1700.2443999999998","1441.0693","1917.3591","2699.9202","2596.299","2813.6252","1780.7814333333333","1619.2281","1987.3373"
"9729","1688.4036333333333","1434.3966","1950.7123","2637.0425","2488.8289","2787.4578","1775.3519666666668","1624.4067","1961.5857"
"9742","1681.6638666666668","1450.4374","1868.6731","2686.642066666667","2335.419","2871.058","1796.7130666666665","1596.2985","2027.1138"
"9755","1687.5015999999998","1468.665","1860.2148","2724.3704333333335","2506.4072","2982.6106","1803.3833000000002","1609.4703","2039.5895"
"9768","1653.7265333333332","1451.0792","1834.3098","2697.270666666667","2455.708","3067.3918","1811.0919000000001","1649.3572","2038.1072"
"9781","1655.6728000000003","1462.2224","1853.0011","2730.7977666666666","2571.4858","3037.7412","1787.5554333333332","1596.9805","1956.3783"
"9794","1680.5727","1483.3383","1841.3289","2694.7899666666667","2351.8955","3102.2766","1815.2126333333333","1624.0859","2017.3993"
"9807","1764.0929666666668","1472.6934","2088.5857","2711.9991666666665","2525.4988","2977.4927","1779.7346333333335","1615.029","1967.2063"
"9820","1666.6342333333332","1468.6707","1894.8503","2823.7392","2589.9146","3282.437","1782.8911666666665","1670.9459","1988.1033"
"9833","1687.7991","1480.7439","1926.9994","2741.3182666666667","2457.4668","3122.6775","1786.9702333333335","1610.626","2011.1542"
"9846","1713.7409","1464.7407","1920.1927","2773.4503","2481.787","3108.194","1815.5947666666668","1633.1732","1983.4077"
"9859","1717.5248","1469.7148","1939.5422","2665.6781666666666","2505.105","2946.3052","1784.2123333333336","1640.0032","1857.6223"
"9872","1669.6634333333332","1456.0992","1843.5227","2690.9870333333333","2465.3757","3138.862","1810.3985999999998","1642.9891","1976.9237"
"9885","1651.8959666666667","1473.9696","1788.0851","2850.0615333333335","2540.0757","3388.4285","1808.0218333333335","1711.0612","1942.5436"
"9898","1712.7801","1464.4647","1934.703","2684.0749","2462.939","2971.3484","1806.118333333333","1695.694","1893.563"
"9911","1671.9438666666665","1453.4412","1940.0675","2755.9919999999997","2552.6458","3090.3242","1804.1840666666667","1662.2922","1987.2811"
