"Step","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean__MAX"
"2949","891.323","809.7248","940.2222","1046.3655666666666","1018.8668","1065.4604","876.9598866666666","858.6761","901.57306"
"2962","897.6108466666668","804.0454","952.52264","1045.0271833333334","1012.75275","1071.6152","897.4894266666666","864.089","914.32294"
"2975","904.5259500000001","816.54395","951.0049","1032.3066666666666","1012.9747","1056.645","895.77561","869.35443","914.5448"
"2988","899.1971333333335","803.8504","956.9528","1066.6859666666667","1039.2686","1083.6097","899.7192333333332","869.4489","921.3563"
"3001","901.4012966666666","812.39624","947.79285","1043.5709466666667","1022.00824","1062.1427","896.4925533333334","887.72943","911.2934"
"3014","905.5009466666667","821.43604","964.3524","1037.7215333333334","1021.4554","1045.8572","901.9754366666666","875.23035","935.40466"
"3027","905.88855","829.9545","945.11755","1063.7497999999998","1055.5402","1071.6187","900.6983533333333","889.22266","912.6968"
"3040","915.8332399999999","837.99805","969.9482","1048.4452","1042.4548","1056.0775","895.7410666666666","883.0137","903.3939"
"3053","927.3560600000001","832.55817","991.13275","1054.1077333333333","1042.7156","1059.9586","911.3855766666667","900.3816","925.7943"
"3066","923.9292066666667","828.55035","994.126","1049.8727666666666","1044.4368","1055.1058","905.3600766666665","894.38763","917.6169"
"3079","924.67155","849.78174","969.88446","1067.0729333333331","1062.3661","1075.4241","913.9201033333334","908.51086","924.73285"
"3092","926.9399","865.0878","964.9619","1064.5986","1055.7299","1072.0614","903.0905233333333","890.80804","909.8237"
"3105","924.0944","850.7004","965.0016","1047.4904333333332","1026.9431","1071.9456","919.8420833333333","912.78406","923.79694"
"3118","925.7965633333333","868.82825","967.6887","1061.6578666666667","1048.6824","1087.2205","921.7909666666668","909.21497","934.77563"
"3131","941.7238466666666","863.8832","999.0196","1075.2955","1068.5555","1080.8813","921.0145466666667","914.1617","927.9777"
"3144","939.6162766666666","875.09143","975.3772","1061.6673333333335","1037.4526","1086.1119","928.2378033333333","914.47656","939.0098"
"3157","948.22523","863.55133","1001.4794","1052.9233000000002","1033.7688","1071.7704","915.1451099999999","908.09033","918.6827"
"3170","948.27347","885.25006","992.4932","1072.0663000000002","1056.5059","1081.5675","912.2237133333333","909.09344","918.3501"
"3183","946.7641466666668","875.30054","1001.012","1073.5707","1064.3191","1081.3654","918.9984233333334","909.3754","937.38257"
"3196","936.8546666666667","865.3663","990.1336","1082.7236666666665","1077.8319","1086.9266","925.5463933333334","902.0491","938.28503"
"3209","964.9078666666666","902.9243","998.1661","1068.0185","1053.2008","1096.9856","924.5348833333333","913.2307","939.33575"
"3222","958.23749","891.48004","994.70703","1079.8790666666666","1076.2682","1086.4374","933.3807","913.3011","965.6339"
"3235","961.5180366666667","893.77106","1004.6879","1081.9774333333332","1075.4713","1093.3065","947.2985","934.3174","968.0686"
"3248","959.4520666666667","899.1322","999.84296","1080.8832","1048.0647","1107.827","921.7375566666666","909.5419","943.6256"
"3261","968.0704233333332","901.31177","1037.2554","1086.9960666666666","1067.5815","1097.4509","932.2689799999999","924.8816","944.60254"
"3274","963.5591100000001","893.18866","1006.37067","1080.9622666666667","1070.3088","1087.0446","920.9483566666668","912.4989","927.6807"
"3287","969.81351","909.0581","1002.8203","1086.934","1064.2151","1120.5231","945.87638","930.755","956.622"
"3300","986.84665","937.703","1019.09","1088.1341","1069.7839","1100.1431","927.1391466666668","915.16284","938.423"
"3313","974.7365733333332","906.18915","1010.32947","1102.4329333333333","1077.9197","1121.1453","945.45334","939.50885","951.1915"
"3326","998.2228799999999","924.87244","1064.8138","1091.0500333333332","1057.3508","1126.0178","946.2614066666666","941.82367","952.8159"
"3339","990.3413366666667","944.34265","1017.5787","1086.8286666666665","1068.9438","1102","936.107","918.31445","947.79535"
"3352","994.9135333333334","925.2416","1032.9819","1079.5475000000001","1060.3829","1095.4028","941.0544633333333","937.1134","948.87573"
"3365","992.1791899999998","940.61957","1044.4758","1094.0824333333333","1065.3086","1112.2529","947.4770333333332","918.6502","972.2805"
"3378","999.6934466666667","929.16644","1058.6248","1107.4317333333336","1090.7933","1126.4146","938.1024299999999","929.1088","945.59735"
"3391","995.6156333333333","932.3041","1029.221","1093.5044333333333","1083.0399","1099.379","955.2164333333334","940.7772","970.7539"
"3404","995.5888233333334","967.2259","1015.87177","1099.2674333333334","1094.1208","1108.6044","949.1937800000001","943.8886","959.26764"
"3417","990.9907333333334","947.6684","1032.2642","1103.0644333333332","1083.0002","1113.5265","953.6149066666667","952.26575","955.8839"
"3430","1020.3447333333334","954.5672","1053.7003","1111.0235333333333","1086.1736","1135.0619","961.79625","949.0189","980.35565"
"3443","993.6269266666667","944.10754","1025.6104","1122.7593","1107.4343","1146.8817","955.4199433333333","948.37836","968.98553"
"3456","999.2473","940.495","1037.0756","1112.5291333333334","1095.9397","1133.4974","961.0037866666668","941.3958","975.0057"
"3469","997.6830199999999","949.1464","1022.27356","1117.2208333333333","1081.1136","1148.3585","950.0834","941.0967","964.1141"
"3482","1007.2243333333332","960.4275","1042.4458","1112.0599666666667","1078.7977","1147.0061","961.5979333333335","950.6541","967.791"
"3495","1003.5159966666666","956.34045","1034.7878","1104.6337999999998","1095.9495","1110.6818","973.28147","948.46515","985.72266"
"3508","1011.8429666666667","959.3622","1042.427","1124.5496","1111.862","1132.5416","968.0843199999999","959.89276","981.87"
"3521","1008.30515","946.30475","1060.3073","1105.4075666666668","1090.6382","1123.7063","963.7019","934.2577","981.3827"
"3534","1027.02819","966.60077","1078.6008","1111.3643333333334","1101.4143","1117.6257","961.39459","945.0247","973.42377"
"3547","1026.227","1002.4737","1060.9728","1136.2131666666667","1100.3019","1175.8353","970.5861133333333","962.2016","975.4376"
"3560","1038.5229000000002","982.3497","1066.7152","1117.2392666666667","1080.4066","1146.0248","962.6907866666667","929.80676","991.9997"
"3573","1017.8767333333332","971.391","1052.5399","1140.9174666666665","1134.9086","1151.2256","975.1070233333334","948.1036","989.46173"
"3586","1033.90155","976.74335","1069.2532","1132.3516333333334","1124.2084","1138.2343","977.1001666666667","958.7341","1011.09094"
"3599","1018.6395666666667","967.6993","1044.9401","1146.1849","1137.8196","1161.0842","988.9739","984.8969","993.0118"
"3612","1034.6908999999998","998.1806","1068.8207","1127.4756333333332","1111.9509","1139.8665","975.2171433333333","952.1085","996.2225"
"3625","1035.0609466666667","1000.20294","1063.6995","1137.6359999999997","1104.1216","1165.3252","969.1984333333334","967.8841","970.3205"
"3638","1041.9899","1035.0063","1050.1841","1118.2158333333334","1096.2031","1130.9048","982.7065633333333","954.28766","1006.2818"
"3651","1042.4532666666667","1011.967","1075.3457","1130.7139","1117.9231","1145.4467","980.8080766666667","965.5877","993.364"
"3664","1046.4750866666666","1007.80286","1075.4082","1141.855","1139.359","1144.1191","994.4642766666666","990.3465","996.76373"
"3677","1042.7101333333333","1014.188","1059.0902","1146.4011666666665","1133.7356","1164.2311","984.6182833333334","979.3324","992.7509"
"3690","1048.0742166666669","991.19055","1086.1184","1151.7697999999998","1146.1891","1154.7495","981.7582533333334","975.1595","985.99286"
"3703","1056.95629","1012.75287","1081.0493","1145.2028","1128.3888","1157.447","983.8091333333333","968.6181","1000.5793"
"3716","1044.8144533333334","1009.39526","1063.1556","1119.5538333333334","1099.706","1147.3945","988.5498433333333","966.83905","1008.84094"
"3729","1054.1263433333334","1006.69653","1104.8784","1148.9477666666664","1141.777","1162.8843","986.6529633333333","983.3038","992.91833"
"3742","1047.0557566666666","1019.69147","1072.1908","1139.7689333333333","1128.587","1149.4287","999.6703533333333","991.2981","1006.9228"
"3755","1055.8667","1026.3911","1105.9269","1150.1151","1148.2627","1152.4462","991.3837533333334","986.6448","995.84326"
"3768","1046.718","1027.0005","1068.3878","1158.9324000000001","1143.4915","1175.3748","996.8140233333334","995.85046","998.14465"
"3781","1065.2293","1028.4617","1118.7466","1146.5337","1129.4382","1169.9673","986.1525700000001","970.35706","1000.39435"
"3794","1058.4684333333332","1008.6767","1085.4116","1162.4043666666666","1156.1338","1170.2065","999.0497999999999","983.242","1012.7674"
"3807","1042.9815866666665","1002.30536","1068.2552","1125.8105666666668","1094.0848","1157.8666","993.2186","985.0943","1000.1933"
"3820","1071.8023","1050.6367","1087.2795","1149.9255666666666","1135.3716","1167.3948","1003.7738466666666","998.2236","1007.60724"
"3833","1073.4352333333334","1035.9705","1124.647","1178.2485","1166.8815","1193.6565","1013.8714433333334","997.70123","1036.8707"
"3846","1065.7318333333333","1043.4678","1096.9325","1161.0463","1146.315","1184.6147","998.5213866666667","985.02716","1015.1411"
"3859","1065.7304333333332","1049.0066","1077.7346","1156.1533666666667","1146.279","1169.2037","1014.2045866666667","998.6133","1041.9346"
"3872","1060.6929","1037.5735","1090.4606","1172.3717","1138.1802","1209.2528","1004.8726666666666","984.3348","1032.0713"
"3885","1064.2385333333334","1021.5505","1110.434","1157.7283666666665","1141.772","1182.575","1009.7698","977.0905","1043.8615"
"3898","1071.8221333333333","1039.5189","1101.3026","1142.3194666666666","1129.8231","1158.9913","1008.2276066666667","980.08136","1032.2513"
"3911","1085.5415999999998","1070.7848","1109.031","1172.9155333333335","1157.3243","1201.0792","1019.50852","993.84906","1032.373"
"3924","1079.0328666666667","1047.1166","1120.777","1176.6175","1162.2844","1186.7699","1000.88728","985.6588","1029.4323"
"3937","1083.3099333333332","1051.8163","1101.619","1175.5927333333334","1134.5641","1217.24","1013.9723333333333","1003.6419","1024.9161"
"3950","1084.8563333333332","1060.0719","1120.2094","1168.4357","1162.4432","1176.1334","1009.6120999999999","1004.1018","1012.4731"
"3963","1087.7875666666669","1074.0034","1096.1921","1169.9345","1156.8372","1180.8668","1026.2295","1016.5878","1042.2178"
"3976","1068.1194666666668","1063.1565","1074.5533","1185.3001666666667","1173.9137","1200.826","1032.67928","1015.77234","1050.0898"
"3989","1084.9054666666668","1057.6853","1115.9315","1188.8380333333334","1181.7097","1197.0255","1014.9931933333334","1004.08374","1026.5881"
"4002","1086.7368","1053.8536","1132.0024","1176.5191666666667","1168.4121","1189.0265","1021.4658333333333","1007.8911","1030.5511"
"4015","1090.595","1078.4062","1098.073","1200.2231000000002","1192.0513","1210.8557","1027.4331666666667","1012.4226","1038.9125"
"4028","1076.2611","1045.0994","1093.3141","1190.8444333333334","1153.4307","1234.2048","1031.9864333333333","1021.4928","1040.301"
"4041","1109.961","1085.0302","1147.413","1204.8824","1177.7822","1220.5636","1036.5782866666666","1014.20496","1062.4541"
"4054","1097.3050666666668","1076.3656","1130.2465","1192.875","1186.1313","1200.9172","1024.1661433333334","1022.25793","1025.7523"
"4067","1104.8818333333334","1088.5977","1118.815","1189.0504666666666","1171.0383","1224.2667","1033.4299899999999","1008.25287","1059.8953"
"4080","1094.9989666666668","1045.7183","1129.44","1196.066","1177.6864","1209.2817","1030.6026","1027.6832","1035.7249"
"4093","1102.2855","1061.1399","1164.6752","1182.6611666666665","1162.4116","1194.2137","1015.11562","1004.6879","1030.1896"
"4106","1096.4582","1087.8961","1101.5204","1202.0008333333335","1169.1638","1234.9174","1039.2079666666668","1024.6274","1067.1515"
"4119","1111.9354999999998","1086.4752","1154.5184","1199.0917666666667","1195.1877","1206.6553","1051.1366333333333","1028.9835","1064.4583"
"4132","1107.3949666666667","1046.1338","1151.0603","1191.242433333333","1160.7826","1225.9165","1024.0985933333334","1014.40643","1039.2793"
"4145","1115.1268","1098.809","1129.8059","1188.9871","1160.8569","1214.7306","1037.8057866666666","1005.05566","1055.2909"
"4158","1104.2761","1047.8226","1160.7323","1195.7275666666667","1183.6716","1217.1554","1033.6361766666666","1018.64343","1058.3296"
"4171","1107.868","1064.6096","1147.4733","1212.5347","1198.6615","1221.6582","1042.7733","1020.55","1068.2883"
"4184","1119.0905999999998","1092.0688","1133.8668","1200.4427666666666","1188.8191","1215.4501","1046.3877333333332","1035.0173","1068.7407"
"4197","1124.5847","1104.0084","1148.5682","1194.5898","1185.1154","1213.213","1054.5176333333332","1026.9073","1074.3164"
"4210","1122.5801","1100.2867","1153.7322","1217.4143000000001","1198.8939","1253.3744","1052.8606","1043.5522","1064.1895"
"4223","1097.2079666666668","1076.3293","1119.367","1219.0438000000001","1195.182","1238.0406","1043.3343666666667","1034.5419","1052.215"
"4236","1117.4358333333332","1081.6311","1179.6714","1217.6872666666666","1201.4117","1237.4885","1049.1286666666667","1038.7765","1059.7356"
"4249","1119.9162333333334","1103.324","1149.7522","1215.7745666666667","1202.3007","1237.1705","1063.7603","1053.9781","1074.649"
"4262","1125.1963666666668","1097.2809","1173.1799","1217.9261","1195.7881","1233.7058","1063.8781","1048.5018","1073.9948"
"4275","1135.9865666666667","1098.9471","1192.5786","1206.9462333333333","1187.8523","1226.4725","1062.3916","1047.289","1077.5024"
"4288","1134.6975666666665","1122.3755","1155.5312","1209.5691","1195.964","1233.297","1058.4291666666666","1047.205","1064.9615"
"4301","1113.1596333333334","1080.4197","1170.3324","1227.5739","1218.7728","1239.1147","1064.8065","1044.7794","1074.8704"
"4314","1107.8611333333333","1092.903","1137.2151","1231.9667","1220.0574","1250.1102","1057.443266666667","1049.1638","1061.8628"
"4327","1140.4614000000001","1110.3541","1180.7308","1227.1698333333334","1210.4865","1251.2494","1071.8331333333333","1057.2037","1094.7358"
"4340","1125.9252","1103.9257","1159.1396","1229.0524000000003","1223.6122","1232.6602","1082.3879","1076.3115","1090.2754"
"4353","1144.6121666666666","1113.2383","1171.0408","1220.8849","1214.2759","1224.5688","1061.5195999999999","1038.5145","1080.0353"
"4366","1122.8912333333335","1083.6322","1155.3674","1212.2922666666666","1174.2422","1254.966","1063.6043","1055.8536","1070.1783"
"4379","1143.1706333333334","1108.2021","1191.8004","1242.6934333333334","1225.1384","1254.3738","1075.8612999999998","1063.6561","1086.6118"
"4392","1133.6341","1106.1079","1182.0818","1238.9013666666667","1210.068","1259.6241","1070.3385666666666","1063.2275","1077.8357"
"4405","1141.4663333333335","1094.2948","1195.7043","1225.9775666666667","1197.35","1250.0989","1075.2708666666667","1045.1808","1097.8375"
"4418","1140.5226","1100.345","1185.7455","1231.4331333333332","1217.3032","1249.3661","1057.8497","1023.8678","1095.5045"
"4431","1139.9835333333333","1105.856","1187.5701","1260.1953666666666","1214.0884","1301.522","1086.5580666666667","1076.2579","1101.6265"
"4444","1159.8686","1125.7325","1179.6445","1242.2367333333334","1239.0874","1245.191","1077.8363666666667","1062.5891","1094.5338"
"4457","1157.4964666666667","1124.2623","1213.3181","1255.7676666666669","1232.6868","1274.0115","1083.6968","1059.9126","1109.048"
"4470","1124.2186333333332","1090.2426","1165.8962","1241.9329","1232.49","1248.3738","1084.7344333333333","1083.0247","1088.0128"
"4483","1156.6453333333336","1144.0355","1178.582","1229.7262333333333","1220.5741","1246.8823","1073.6404333333335","1038.3478","1111.4905"
"4496","1148.5749666666668","1116.7712","1167.0743","1231.3020666666664","1224.001","1238.6141","1089.0685","1078.3453","1103.227"
"4509","1162.3676666666668","1129.1244","1222.6843","1252.8534333333334","1242.4104","1268.6765","1093.1753666666666","1090.3531","1098.1061"
"4522","1167.2382","1117.5864","1216.944","1263.1238","1260.2332","1268.23","1080.9812333333332","1069.725","1093.5635"
"4535","1151.5201","1110.3055","1201.9556","1253.1968333333332","1246.9558","1261.7567","1088.2523","1078.4202","1097.9004"
"4548","1140.5973333333334","1100.303","1185.7148","1246.1908333333333","1236.8798","1260.0546","1072.6166666666668","1067.7697","1081.3276"
"4561","1151.7105000000001","1128.9193","1192.2897","1243.8158666666666","1237.4674","1251.4856","1102.8749333333333","1092.4492","1118.6539"
"4574","1159.7708666666667","1123.9","1215.6816","1254.6642666666667","1242.3468","1265.1024","1076.4698666666666","1071.6722","1081.701"
"4587","1148.2028","1118.5828","1179.9033","1250.4687666666666","1240.6537","1258.1077","1081.1734666666666","1058.4998","1114.9474"
"4600","1164.4922666666666","1098.0321","1242.7361","1253.7073","1242.877","1272.2577","1101.8924666666667","1093.4294","1109.4521"
"4613","1162.6301333333333","1102.2562","1241.022","1261.32","1241.8894","1280.4636","1107.0334333333333","1098.6506","1115.8768"
"4626","1168.7581666666667","1131.8987","1232.7767","1283.8420666666668","1254.9454","1305.7284","1105.2991333333332","1099.1703","1114.472"
"4639","1153.4144666666668","1109.2177","1225.0172","1260.9885000000002","1241.8951","1278.9575","1097.5728666666666","1083.1935","1115.3413"
"4652","1167.3012333333334","1143.8993","1187.7294","1269.7637666666667","1264.029","1274.675","1112.2940666666666","1105.6509","1120.048"
"4665","1179.5372","1137.6569","1245.1267","1276.7612","1259.7548","1290.701","1102.1600333333333","1086.2681","1127.4922"
"4678","1163.7246","1133.7494","1216.8505","1262.6816333333334","1252.0251","1271.7736","1114.6839333333335","1099.0905","1140.1136"
"4691","1170.1737333333333","1116.3762","1255.8788","1263.3226333333334","1250.938","1273.3855","1100.7481","1081.4628","1137.1238"
"4704","1165.2106333333334","1125.3668","1221.8086","1264.3493333333333","1256.5797","1278.699","1101.8736666666666","1087.2861","1129.1061"
"4717","1186.3921333333333","1145.6731","1256.9652","1272.1789666666666","1251.843","1296.3174","1127.7617333333333","1099.1868","1153.9714"
"4730","1171.8694333333333","1120.6611","1220.542","1286.9488666666666","1259.9788","1302.4967","1110.2857999999999","1073.6965","1133.1699"
"4743","1187.8215333333333","1152.1263","1229.5874","1262.4335333333331","1226.0576","1303.9576","1114.9458333333332","1099.2899","1134.0955"
"4756","1193.0962666666667","1157.7814","1240.3616","1279.3311333333334","1276.4724","1283.1469","1117.7391666666665","1109.8953","1126.705"
"4769","1186.1158666666668","1143.082","1266.1249","1273.0103333333334","1264.8679","1283.3312","1096.8682333333334","1079.8794","1108.1082"
"4782","1195.4095","1148.1376","1262.9491","1277.1918666666668","1261.1768","1298.7648","1114.9756","1107.6608","1124.9586"
"4795","1189.6157999999998","1158.6034","1228.9393","1283.5224333333333","1279.1898","1286.4052","1117.6229666666668","1088.0975","1144.4855"
"4808","1179.3264333333334","1129.6199","1252.6123","1287.2860333333333","1258.5321","1302.7878","1112.3752666666667","1092.4348","1128.11"
"4821","1185.3666666666666","1153.5419","1235.167","1268.8032333333333","1256.8302","1279.8595","1122.8382333333332","1118.6864","1131.1288"
"4834","1164.5465333333332","1128.7073","1226.1469","1285.3601666666666","1255.8604","1320.8275","1121.9041","1082.5923","1148.3411"
"4847","1198.6581666666668","1141.7969","1262.9675","1298.0578333333335","1276.6465","1321.855","1124.5002333333334","1106.5024","1138.2051"
"4860","1204.0251666666666","1174.4779","1263.1036","1286.4876000000002","1276.9929","1302.058","1124.2573666666665","1085.6542","1158.4648"
"4873","1193.9709333333333","1146.7704","1249.4705","1307.8712","1298.0776","1322.3094","1105.2938666666666","1094.564","1116.2177"
"4886","1213.2930666666668","1154.5687","1285.862","1299.5257666666666","1295.528","1305.8789","1108.418","1090.8137","1120.8064"
"4899","1182.1546666666666","1157.2295","1226.1958","1297.4434666666666","1285.6073","1304.3405","1135.1148999999998","1113.7938","1160.5027"
"4912","1188.9532000000002","1155.8053","1247.1617","1288.0894333333333","1283.2306","1293.666","1138.862","1127.6177","1157.4983"
"4925","1187.4031333333332","1135.8198","1234.3057","1312.2806333333335","1270.5393","1341.4999","1140.5133333333333","1135.7401","1143.8833"
"4938","1193.3946666666668","1140.2031","1287.459","1307.3189333333332","1301.516","1312.5292","1132.5556","1106.1263","1146.9166"
"4951","1224.9696666666666","1179.3849","1291.9686","1324.2593333333334","1306.04","1343.7118","1139.2496333333331","1120.8373","1165.3788"
"4964","1198.0265666666667","1151.3684","1282.4344","1302.7294666666667","1276.5355","1321.3679","1125.8683333333336","1095.6659","1145.1854"
"4977","1193.6623666666667","1152.3068","1235.498","1312.4527","1299.1096","1338.17","1134.2424","1121.3926","1145.3911"
"4990","1218.7301333333332","1182.7129","1272.137","1316.3931","1299.5569","1336.3228","1131.1109666666666","1113.0887","1142.9634"
"5003","1212.6480000000001","1171.8903","1267.688","1302.4641","1272.8302","1329.328","1142.4609333333333","1120.1123","1168.723"
"5016","1207.3815","1147.1587","1301.7504","1319.6958333333332","1309.1671","1328.0985","1127.7645666666667","1082.0886","1151.2141"
"5029","1208.7723333333333","1186.1569","1239.3395","1318.3259333333333","1293.2137","1345.4539","1144.9442333333334","1131.6494","1169.3284"
"5042","1194.7659","1140.9618","1256.27","1343.4796666666664","1334.293","1357.9764","1145.4831000000001","1116.9579","1179.1896"
"5055","1223.2797666666665","1195.187","1264.7903","1325.1791999999998","1317.0908","1335.4785","1153.7361333333333","1145.3145","1165.0479"
"5068","1195.5395333333333","1145.7882","1253.169","1337.2004666666664","1307.2225","1357.8699","1136.2358000000002","1130.9663","1140.906"
"5081","1193.8217333333332","1145.7303","1267.2009","1339.2766666666666","1320.187","1358.7743","1164.6337","1150.7428","1179.1046"
"5094","1183.3321666666668","1125.1011","1254.3254","1352.6269666666667","1350.4894","1356.1199","1155.9582333333333","1127.633","1199.6799"
"5107","1204.8352333333335","1138.6375","1286.4413","1314.4704000000002","1303.0226","1331.7042","1146.6513666666667","1104.3551","1176.9792"
"5120","1214.3423333333333","1162.8164","1266.1461","1352.6067","1322.5541","1390.572","1141.2389","1132.3525","1147.7537"
"5133","1240.2743333333335","1187.2109","1305.9208","1322.9165999999998","1310.501","1333.3007","1154.1950666666667","1146.8156","1160.2426"
"5146","1213.1331333333335","1181.3578","1270.2079","1342.205","1332.5394","1356.3389","1143.0571","1132.6486","1163.1953"
"5159","1219.9743666666666","1167.2825","1275.036","1339.0962","1329.3654","1350.3558","1164.2586333333331","1127.8401","1183.9329"
"5172","1214.5776999999998","1146.477","1278.4778","1345.0370666666668","1338.1606","1350.3304","1165.8899999999999","1143.6594","1181.7793"
"5185","1216.7536666666667","1181.3645","1279.0625","1337.1064666666668","1321.7434","1359.5139","1164.5015333333333","1125.4299","1186.5652"
"5198","1232.0614999999998","1200.5906","1280.7067","1317.2468333333334","1304.47","1337.9397","1155.0354333333332","1146.4569","1166.2059"
"5211","1217.6508999999999","1171.0994","1270.7942","1338.8514666666667","1326.0015","1347.6584","1148.6571666666666","1115.7643","1174.3094"
"5224","1234.5666","1150.13","1313.534","1361.0915666666667","1345.0808","1373.3796","1165.8052666666665","1148.6569","1184.1804"
"5237","1223.5888666666667","1160.7726","1299.8226","1352.3647666666666","1323.3328","1393.8567","1155.6696666666667","1142.9799","1168.7881"
"5250","1212.4568","1120.4016","1328.1055","1336.4818333333335","1316.3488","1367.4274","1152.9995333333334","1143.9084","1166.7565"
"5263","1215.4414666666664","1194.2437","1252.5781","1337.3445333333332","1331.704","1346.7267","1161.3098666666667","1147.8757","1172.8013"
"5276","1229.2806666666668","1194.0204","1269.6237","1387.9778","1372.8451","1417.969","1165.6216333333332","1154.0924","1178.751"
"5289","1216.2578666666668","1151.7051","1280.0109","1359.9315666666669","1357.4601","1361.9934","1175.0017666666665","1142.3496","1193.9009"
"5302","1248.4608","1168.8691","1319.9521","1347.9227333333333","1324.653","1366.1602","1156.9710666666667","1125.734","1176.6814"
"5315","1218.2891000000002","1168.9929","1299.7831","1341.8903333333335","1339.4485","1346.597","1159.4117","1154.4238","1168.02"
"5328","1250.6849333333332","1206.5304","1327.2146","1378.1591333333333","1346.7814","1421.7993","1147.2080666666668","1109.2882","1183.2955"
"5341","1244.6317000000001","1202.1956","1315.7017","1360.4626333333333","1338.2826","1380.7897","1169.6252333333334","1155.5142","1182.1128"
"5354","1228.6625999999999","1195.152","1294.7771","1375.2054333333333","1341.8076","1397.8916","1185.1517000000001","1150.98","1206.7361"
"5367","1223.1104333333333","1195.5823","1273.509","1370.2264333333333","1350.833","1386.9401","1155.4482","1131.7329","1178.4296"
"5380","1258.9127999999998","1170.219","1365.9161","1363.7742666666666","1344.322","1386.3035","1168.0167666666666","1155.4982","1185.6827"
"5393","1234.3909999999998","1183.371","1322.8153","1367.3614333333335","1361.3818","1373.2045","1175.339866666667","1142.4213","1209.6674"
"5406","1258.8958","1166.3628","1345.5652","1360.8491666666666","1338.4303","1402.0642","1168.7837333333334","1137.4386","1189.105"
"5419","1252.3782","1194.6515","1328.6066","1382.0133333333333","1363.0554","1411.6228","1181.7657333333334","1152.497","1197.6407"
"5432","1248.8532333333333","1218.9634","1293.388","1376.4024666666667","1359.4823","1385.91","1176.3733","1151.7847","1190.0605"
"5445","1247.8827666666666","1187.7992","1323.4525","1386.6553666666666","1344.6814","1429.6223","1165.8316","1140.3236","1191.626"
"5458","1283.7880666666667","1236.1943","1348.3649","1374.3392000000001","1367.3156","1386.3457","1179.7310666666665","1142.921","1209.1532"
"5471","1223.7385333333334","1149.4448","1307.2125","1392.1645333333333","1369.2747","1413.3412","1191.1807666666666","1153.1716","1214.8177"
"5484","1261.6236333333334","1190.5289","1330.6002","1397.1031333333333","1344.8699","1446.0255","1175.0821333333333","1167.8636","1186.834"
"5497","1273.5722","1223.259","1373.0358","1401.3950000000002","1385.2396","1420.4327","1173.9419666666665","1154.7767","1201.0923"
"5510","1274.3162666666667","1232.1572","1341.9592","1393.789","1371.275","1411.9454","1184.2891","1163.809","1214.6793"
"5523","1246.5832","1179.8635","1326.6786","1380.7212666666667","1345.4941","1422.1508","1198.1427333333331","1171.8495","1212.5874"
"5536","1261.7798","1176.3772","1352.2406","1407.7279333333333","1362.121","1452.093","1194.1578333333334","1193.0354","1196.1256"
"5549","1270.9042666666667","1214.9427","1357.7817","1389.7058","1360.9231","1406.6606","1185.3566333333335","1168.0023","1212.8864"
"5562","1258.393","1208.9669","1322.8964","1408.2319333333335","1384.1195","1435.4034","1181.9265","1171.1511","1196.6936"
"5575","1268.7578999999998","1222.3295","1329.6802","1415.8477333333333","1390.2174","1438.2345","1184.9723666666666","1151.3921","1213.9061"
"5588","1258.8175666666666","1216.6552","1316.1619","1406.4517000000003","1379.7352","1420.2615","1204.8383000000001","1185.5104","1222.738"
"5601","1272.7191666666665","1216.4717","1354.199","1413.0976666666668","1378.8021","1451.247","1189.0973333333334","1167.8606","1203.7574"
"5614","1262.7167","1203.3308","1341.5831","1445.4416666666668","1423.828","1463.1572","1191.6187","1172.3701","1221.9478"
"5627","1268.3668","1203.7938","1386.2327","1410.4558666666665","1393.0892","1443.703","1194.1596333333334","1173.6243","1225.1887"
"5640","1271.4745","1198.9442","1367.0355","1404.5267000000001","1383.397","1438.0486","1191.2052666666666","1136.3389","1227.7023"
"5653","1281.8185333333333","1198.6552","1392.7214","1416.2035666666668","1384.2769","1461.425","1194.8029","1168.1377","1224.1727"
"5666","1268.5065333333334","1217.7218","1313.2415","1410.8317333333332","1374.4512","1441.2593","1193.2923666666666","1157.7996","1222.7661"
"5679","1252.825","1211.1459","1295.7192","1433.1049666666665","1395.7986","1464.3276","1210.791066666667","1167.4724","1232.6738"
"5692","1258.556733333333","1186.9183","1349.9554","1415.8287666666665","1379.9681","1470.1105","1206.5036666666665","1167.4674","1237.224"
"5705","1275.6768","1225.9846","1367.584","1440.6384333333335","1417.9235","1455.8219","1223.1455666666666","1198.091","1247.0249"
"5718","1257.8397666666667","1190.9827","1337.603","1429.9558666666665","1415.0835","1440.0867","1191.5166333333334","1147.1305","1221.9756"
